# URE CONTROL TOOL V3.0.3
# Computation date: 2019/03/27 17:48:12
# Analysed streams: GAL258
# Analysed PRN: all PRN
# Analysed services: E1E5a
# Analysed period: 2019/03/01
# Sampling: 120s
# Analysis centre for input files: grg
# This file gives the orbital errors, the errors due to the clock models and the UREs (WUL and global average (Av))
# BGD / TGD and DCB values are monitored in single frequency mode
# Two types of clock BRDC/SP3 adjustments are used for computation: mean and median (med).
SVID;YYYY/MM/DD;HH:MM:SS;dX(m);dY(m);dZ(m);d3D(m);dR(m);dAC(m);dH_mean(m);dB_mean(m);dBGD_mean(m);AdjBGD-DCB_mean(m);URE_WUL_mean(m);URE_Av_mean(m);dH_med(m);dB_med(m);dBGD_med(m);AdjBGD-DCB_med(m);URE_WUL_med(m);URE_Av_med(m)
E27;2019/03/01;05:58:00;-1.6953E-02;-1.0815E-01;1.6481E-02;1.1070E-01;-8.1057E-03;1.1041E-01;-1.3550E-01;5.7224E-03;0.0000E+00;0.0000E+00;1.5138E-01;1.2831E-01;-1.1769E-01;-1.2092E-02;0.0000E+00;0.0000E+00;1.3356E-01;1.1062E-01
E30;2019/03/01;05:58:00;5.7076E-02;-2.2669E-01;6.3050E-02;2.4211E-01;6.4989E-02;2.3323E-01;5.4579E-02;5.7224E-03;0.0000E+00;0.0000E+00;5.9138E-02;3.1226E-02;7.2394E-02;-1.2092E-02;0.0000E+00;0.0000E+00;5.9185E-02;3.0979E-02
E31;2019/03/01;05:58:00;1.8424E-01;-2.2596E-01;3.0758E-02;2.9317E-01;5.0914E-02;2.8871E-01;-1.2380E-01;5.7224E-03;0.0000E+00;0.0000E+00;2.3573E-01;1.7774E-01;-1.0598E-01;-1.2092E-02;0.0000E+00;0.0000E+00;2.1791E-01;1.6035E-01
E33;2019/03/01;05:58:00;1.9392E-01;-1.1774E-01;2.2508E-02;2.2797E-01;3.3079E-02;2.2556E-01;1.3743E-02;5.7224E-03;0.0000E+00;0.0000E+00;6.7176E-02;3.4401E-02;3.1558E-02;-1.2092E-02;0.0000E+00;0.0000E+00;4.9361E-02;2.8833E-02
E36;2019/03/01;05:58:00;-7.3409E-02;-2.6126E-01;1.2371E-01;2.9824E-01;2.3142E-01;1.8813E-01;3.2169E-01;5.7224E-03;0.0000E+00;0.0000E+00;1.3622E-01;9.7117E-02;3.3951E-01;-1.2092E-02;0.0000E+00;0.0000E+00;1.5404E-01;1.1446E-01
E01;2019/03/01;06:00:00;3.3724E-01;-2.7561E-01;-1.4113E-01;4.5783E-01;-1.3489E-02;4.5763E-01;-5.8587E-02;5.3060E-03;0.0000E+00;0.0000E+00;1.4403E-01;7.3971E-02;-4.2166E-02;-1.1115E-02;0.0000E+00;0.0000E+00;1.2761E-01;6.5215E-02
E02;2019/03/01;06:00:00;9.9428E-02;-1.8669E-01;-4.4005E-02;2.1605E-01;8.4856E-02;1.9869E-01;4.3548E-02;5.3060E-03;0.0000E+00;0.0000E+00;8.2115E-02;4.7298E-02;5.9968E-02;-1.1115E-02;0.0000E+00;0.0000E+00;6.5695E-02;3.4585E-02
E03;2019/03/01;06:00:00;-5.4729E-03;-2.5347E-02;3.9695E-02;4.7414E-02;-6.1296E-03;4.7016E-02;-2.5372E-01;5.3060E-03;0.0000E+00;0.0000E+00;2.5786E-01;2.4776E-01;-2.3730E-01;-1.1115E-02;0.0000E+00;0.0000E+00;2.4144E-01;2.3135E-01
E04;2019/03/01;06:00:00;1.0421E-03;-1.1649E-01;2.2343E-01;2.5198E-01;1.7658E-01;1.7976E-01;2.1232E-01;5.3060E-03;0.0000E+00;0.0000E+00;7.8618E-02;4.4970E-02;2.2874E-01;-1.1115E-02;0.0000E+00;0.0000E+00;9.5039E-02;5.9678E-02
E05;2019/03/01;06:00:00;-1.5003E-03;-2.0925E-01;-1.1029E-01;2.3654E-01;2.1474E-01;9.9201E-02;1.2748E-01;5.3060E-03;0.0000E+00;0.0000E+00;1.0359E-01;8.4678E-02;1.4390E-01;-1.1115E-02;0.0000E+00;0.0000E+00;8.7170E-02;6.8489E-02
E07;2019/03/01;06:00:00;1.4580E-01;-3.9064E-02;5.1601E-05;1.5095E-01;-1.0774E-01;1.0572E-01;-1.9485E-01;5.3060E-03;0.0000E+00;0.0000E+00;1.1242E-01;8.9908E-02;-1.7843E-01;-1.1115E-02;0.0000E+00;0.0000E+00;9.5997E-02;7.3715E-02
E08;2019/03/01;06:00:00;7.4233E-03;1.7409E-01;-2.5281E-02;1.7607E-01;1.0809E-02;1.7574E-01;-9.9881E-02;5.3060E-03;0.0000E+00;0.0000E+00;1.4830E-01;1.1277E-01;-8.3460E-02;-1.1115E-02;0.0000E+00;0.0000E+00;1.3188E-01;9.6732E-02
E09;2019/03/01;06:00:00;5.2217E-02;-3.8566E-01;1.5131E-02;3.8947E-01;2.9381E-01;2.5566E-01;3.6348E-01;5.3060E-03;0.0000E+00;0.0000E+00;1.3167E-01;8.1375E-02;3.7990E-01;-1.1115E-02;0.0000E+00;0.0000E+00;1.4809E-01;9.6637E-02
E11;2019/03/01;06:00:00;-1.3970E-01;-2.0040E-01;5.7591E-03;2.4435E-01;-2.9366E-02;2.4258E-01;1.8562E-01;5.3060E-03;0.0000E+00;0.0000E+00;2.6655E-01;2.1673E-01;2.0204E-01;-1.1115E-02;0.0000E+00;0.0000E+00;2.8297E-01;2.3300E-01
E12;2019/03/01;06:00:00;1.8959E-01;-3.9583E-01;1.4446E-01;4.6206E-01;1.3463E-01;4.4201E-01;2.2536E-01;5.3060E-03;0.0000E+00;0.0000E+00;1.8911E-01;1.0876E-01;2.4178E-01;-1.1115E-02;0.0000E+00;0.0000E+00;2.0553E-01;1.2309E-01
E13;2019/03/01;06:00:00;1.7036E-01;-2.4521E-02;-1.1007E-01;2.0430E-01;-1.2060E-01;1.6491E-01;-3.2974E-01;5.3060E-03;0.0000E+00;0.0000E+00;2.4752E-01;2.1218E-01;-3.1332E-01;-1.1115E-02;0.0000E+00;0.0000E+00;2.3110E-01;1.9585E-01
E15;2019/03/01;06:00:00;-2.0144E-01;2.9188E-01;-2.0144E-01;4.0786E-01;1.3166E-01;3.8603E-01;-4.7055E-02;5.3060E-03;0.0000E+00;0.0000E+00;2.5880E-01;1.8330E-01;-3.0634E-02;-1.1115E-02;0.0000E+00;0.0000E+00;2.4238E-01;1.6755E-01
E19;2019/03/01;06:00:00;-1.0664E-01;-3.0035E-02;2.7858E-01;2.9980E-01;1.2271E-01;2.7354E-01;1.3410E-01;5.3060E-03;0.0000E+00;0.0000E+00;7.3219E-02;3.7438E-02;1.5052E-01;-1.1115E-02;0.0000E+00;0.0000E+00;8.9639E-02;4.5955E-02
E21;2019/03/01;06:00:00;4.5295E-02;-2.6639E-01;-1.6965E-02;2.7074E-01;-2.0308E-01;1.7906E-01;-2.3776E-01;5.3060E-03;0.0000E+00;0.0000E+00;7.8045E-02;4.4396E-02;-2.2134E-01;-1.1115E-02;0.0000E+00;0.0000E+00;6.1624E-02;3.1489E-02
E24;2019/03/01;06:00:00;3.9628E-01;2.7971E-01;6.9136E-02;4.8996E-01;5.5258E-02;4.8683E-01;1.0993E-01;5.3060E-03;0.0000E+00;0.0000E+00;1.6084E-01;8.3414E-02;1.2635E-01;-1.1115E-02;0.0000E+00;0.0000E+00;1.7726E-01;9.5148E-02
E25;2019/03/01;06:00:00;3.1793E-01;1.3608E-01;-3.7805E-02;3.4789E-01;-1.0453E-01;3.3181E-01;-2.1869E-01;5.3060E-03;0.0000E+00;0.0000E+00;1.8811E-01;1.2340E-01;-2.0227E-01;-1.1115E-02;0.0000E+00;0.0000E+00;1.7169E-01;1.0812E-01
E26;2019/03/01;06:00:00;-2.7348E-01;-9.5388E-02;9.7064E-02;3.0547E-01;-6.0397E-02;2.9944E-01;-9.5154E-02;5.3060E-03;0.0000E+00;0.0000E+00;1.0072E-01;5.2361E-02;-7.8733E-02;-1.1115E-02;0.0000E+00;0.0000E+00;8.4296E-02;4.2862E-02
E27;2019/03/01;06:00:00;-1.9851E-02;-1.0439E-01;1.5599E-02;1.0740E-01;-5.5222E-03;1.0726E-01;-1.3694E-01;5.3060E-03;0.0000E+00;0.0000E+00;1.5466E-01;1.3222E-01;-1.2052E-01;-1.1115E-02;0.0000E+00;0.0000E+00;1.3823E-01;1.1590E-01
E30;2019/03/01;06:00:00;5.6246E-02;-2.2998E-01;6.1351E-02;2.4458E-01;6.5995E-02;2.3551E-01;5.7270E-02;5.3060E-03;0.0000E+00;0.0000E+00;5.7920E-02;3.1042E-02;7.3691E-02;-1.1115E-02;0.0000E+00;0.0000E+00;5.9991E-02;3.1344E-02
E31;2019/03/01;06:00:00;1.8526E-01;-2.3028E-01;3.4222E-02;2.9752E-01;4.8698E-02;2.9351E-01;-1.2443E-01;5.3060E-03;0.0000E+00;0.0000E+00;2.3523E-01;1.7636E-01;-1.0801E-01;-1.1115E-02;0.0000E+00;0.0000E+00;2.1881E-01;1.6035E-01
E33;2019/03/01;06:00:00;1.9473E-01;-1.1973E-01;2.0966E-02;2.2955E-01;3.1762E-02;2.2734E-01;1.4214E-02;5.3060E-03;0.0000E+00;0.0000E+00;6.5803E-02;3.3665E-02;3.0634E-02;-1.1115E-02;0.0000E+00;0.0000E+00;4.9382E-02;2.9050E-02
E36;2019/03/01;06:00:00;-7.8618E-02;-2.6250E-01;1.2609E-01;3.0164E-01;2.3209E-01;1.9267E-01;3.2346E-01;5.3060E-03;0.0000E+00;0.0000E+00;1.3832E-01;9.8340E-02;3.3988E-01;-1.1115E-02;0.0000E+00;0.0000E+00;1.5474E-01;1.1431E-01
E01;2019/03/01;06:02:00;4.2345E-01;-3.0811E-01;-1.7554E-01;5.5232E-01;1.0371E-02;5.5222E-01;-3.9657E-02;4.5354E-03;0.0000E+00;0.0000E+00;1.6879E-01;8.6386E-02;-2.7052E-02;-8.0695E-03;0.0000E+00;0.0000E+00;1.5618E-01;7.9778E-02
E02;2019/03/01;06:02:00;1.0239E-01;-1.8919E-01;-5.1224E-02;2.2114E-01;8.6100E-02;2.0369E-01;4.4658E-02;4.5354E-03;0.0000E+00;0.0000E+00;8.3297E-02;4.7739E-02;5.7263E-02;-8.0695E-03;0.0000E+00;0.0000E+00;7.0692E-02;3.7801E-02
E03;2019/03/01;06:02:00;6.7041E-04;-3.2862E-02;4.0659E-02;5.2283E-02;-2.5020E-03;5.2223E-02;-2.5366E-01;4.5354E-03;0.0000E+00;0.0000E+00;2.6247E-01;2.5129E-01;-2.4105E-01;-8.0695E-03;0.0000E+00;0.0000E+00;2.4986E-01;2.3869E-01
E04;2019/03/01;06:02:00;-6.7629E-03;-7.5016E-02;1.9103E-01;2.0534E-01;1.4708E-01;1.4330E-01;1.6682E-01;4.5354E-03;0.0000E+00;0.0000E+00;5.4074E-02;2.8763E-02;1.7943E-01;-8.0695E-03;0.0000E+00;0.0000E+00;6.6679E-02;3.9308E-02
E05;2019/03/01;06:02:00;-3.9405E-04;-2.1411E-01;-1.0750E-01;2.3958E-01;2.1836E-01;9.8592E-02;1.2896E-01;4.5354E-03;0.0000E+00;0.0000E+00;1.0551E-01;8.6723E-02;1.4157E-01;-8.0695E-03;0.0000E+00;0.0000E+00;9.2908E-02;7.4275E-02
E07;2019/03/01;06:02:00;1.3335E-01;-8.1015E-02;-4.3162E-02;1.6189E-01;-1.0596E-01;1.2239E-01;-1.9480E-01;4.5354E-03;0.0000E+00;0.0000E+00;1.1770E-01;9.1925E-02;-1.8219E-01;-8.0695E-03;0.0000E+00;0.0000E+00;1.0509E-01;7.9533E-02
E08;2019/03/01;06:02:00;9.0034E-03;1.7766E-01;-2.7551E-02;1.8001E-01;1.0013E-02;1.7973E-01;-1.0416E-01;4.5354E-03;0.0000E+00;0.0000E+00;1.5266E-01;1.1629E-01;-9.1553E-02;-8.0695E-03;0.0000E+00;0.0000E+00;1.4006E-01;1.0397E-01
E09;2019/03/01;06:02:00;4.5869E-02;-3.8844E-01;1.9389E-02;3.9162E-01;2.9213E-01;2.6081E-01;3.6568E-01;4.5354E-03;0.0000E+00;0.0000E+00;1.3661E-01;8.5167E-02;3.7828E-01;-8.0695E-03;0.0000E+00;0.0000E+00;1.4922E-01;9.6891E-02
E11;2019/03/01;06:02:00;-1.2518E-01;-2.2617E-01;-3.3424E-02;2.6065E-01;-1.8055E-02;2.6003E-01;1.8480E-01;4.5354E-03;0.0000E+00;0.0000E+00;2.5844E-01;2.0526E-01;1.9740E-01;-8.0695E-03;0.0000E+00;0.0000E+00;2.7104E-01;2.1771E-01
E12;2019/03/01;06:02:00;1.9466E-01;-3.9927E-01;1.4557E-01;4.6744E-01;1.3641E-01;4.4709E-01;2.2605E-01;4.5354E-03;0.0000E+00;0.0000E+00;1.8916E-01;1.0820E-01;2.3866E-01;-8.0695E-03;0.0000E+00;0.0000E+00;2.0177E-01;1.1909E-01
E13;2019/03/01;06:02:00;1.6551E-01;-2.1709E-02;-1.1338E-01;2.0180E-01;-1.1616E-01;1.6501E-01;-3.2957E-01;4.5354E-03;0.0000E+00;0.0000E+00;2.5170E-01;2.1636E-01;-3.1696E-01;-8.0695E-03;0.0000E+00;0.0000E+00;2.3910E-01;2.0381E-01
E15;2019/03/01;06:02:00;-2.0817E-01;2.9637E-01;-2.0072E-01;4.1408E-01;1.3508E-01;3.9143E-01;-4.6897E-02;4.5354E-03;0.0000E+00;0.0000E+00;2.6314E-01;1.8657E-01;-3.4292E-02;-8.0695E-03;0.0000E+00;0.0000E+00;2.5054E-01;1.7446E-01
E19;2019/03/01;06:02:00;-2.9016E-03;-7.4840E-02;2.9741E-01;3.0670E-01;1.2027E-01;2.8213E-01;1.0485E-01;4.5354E-03;0.0000E+00;0.0000E+00;7.3389E-02;3.8470E-02;1.1745E-01;-8.0695E-03;0.0000E+00;0.0000E+00;6.0807E-02;3.6058E-02
E21;2019/03/01;06:02:00;4.3661E-02;-2.7014E-01;-1.4947E-02;2.7406E-01;-2.0335E-01;1.8373E-01;-2.3548E-01;4.5354E-03;0.0000E+00;0.0000E+00;7.6499E-02;4.2555E-02;-2.2287E-01;-8.0695E-03;0.0000E+00;0.0000E+00;6.3895E-02;3.2792E-02
E24;2019/03/01;06:02:00;3.9573E-01;2.8384E-01;7.5782E-02;4.9285E-01;5.3215E-02;4.8997E-01;1.1029E-01;4.5354E-03;0.0000E+00;0.0000E+00;1.6387E-01;8.5304E-02;1.2290E-01;-8.0695E-03;0.0000E+00;0.0000E+00;1.7647E-01;9.4323E-02
E25;2019/03/01;06:02:00;3.1509E-01;1.3903E-01;-3.5145E-02;3.4619E-01;-1.0540E-01;3.2976E-01;-2.1783E-01;4.5354E-03;0.0000E+00;0.0000E+00;1.8595E-01;1.2169E-01;-2.0522E-01;-8.0695E-03;0.0000E+00;0.0000E+00;1.7335E-01;1.0995E-01
E26;2019/03/01;06:02:00;-2.8050E-01;-9.9681E-02;1.0152E-01;3.1452E-01;-6.1809E-02;3.0838E-01;-9.4838E-02;4.5354E-03;0.0000E+00;0.0000E+00;1.0095E-01;5.2072E-02;-8.2233E-02;-8.0695E-03;0.0000E+00;0.0000E+00;8.8346E-02;4.4855E-02
E27;2019/03/01;06:02:00;-1.9386E-02;-1.0535E-01;1.5236E-02;1.0820E-01;-5.4605E-03;1.0806E-01;-1.3829E-01;4.5354E-03;0.0000E+00;0.0000E+00;1.5624E-01;1.3363E-01;-1.2568E-01;-8.0695E-03;0.0000E+00;0.0000E+00;1.4364E-01;1.2110E-01
E30;2019/03/01;06:02:00;5.4670E-02;-2.3893E-01;5.9971E-02;2.5234E-01;6.9757E-02;2.4250E-01;6.0703E-02;4.5354E-03;0.0000E+00;0.0000E+00;5.9667E-02;3.1974E-02;7.3308E-02;-8.0695E-03;0.0000E+00;0.0000E+00;5.7441E-02;3.1337E-02
E31;2019/03/01;06:02:00;1.2976E-01;-2.5837E-01;-1.0211E-01;3.0662E-01;6.1064E-02;3.0048E-01;-7.7552E-02;4.5354E-03;0.0000E+00;0.0000E+00;2.0193E-01;1.4286E-01;-6.4947E-02;-8.0695E-03;0.0000E+00;0.0000E+00;1.8933E-01;1.3077E-01
E33;2019/03/01;06:02:00;1.9622E-01;-1.2744E-01;1.8765E-02;2.3473E-01;2.8962E-02;2.3293E-01;1.4447E-02;4.5354E-03;0.0000E+00;0.0000E+00;6.4041E-02;3.2902E-02;2.7052E-02;-8.0695E-03;0.0000E+00;0.0000E+00;5.1436E-02;2.9792E-02
E36;2019/03/01;06:02:00;-8.0460E-02;-2.5916E-01;1.2891E-01;3.0043E-01;2.3114E-01;1.9192E-01;3.2546E-01;4.5354E-03;0.0000E+00;0.0000E+00;1.4108E-01;1.0116E-01;3.3806E-01;-8.0695E-03;0.0000E+00;0.0000E+00;1.5369E-01;1.1343E-01
E01;2019/03/01;06:04:00;4.2886E-01;-3.0749E-01;-1.7248E-01;5.5517E-01;1.2692E-02;5.5503E-01;-4.2943E-02;7.0893E-03;0.0000E+00;0.0000E+00;1.7494E-01;8.9997E-02;-1.7335E-02;-1.8519E-02;0.0000E+00;0.0000E+00;1.4934E-01;7.6919E-02
E02;2019/03/01;06:04:00;9.4680E-02;-1.5658E-01;-4.2038E-02;1.8775E-01;6.5274E-02;1.7604E-01;-8.2730E-03;7.0893E-03;0.0000E+00;0.0000E+00;1.0993E-01;7.5880E-02;1.7335E-02;-1.8519E-02;0.0000E+00;0.0000E+00;8.4326E-02;5.1980E-02
E03;2019/03/01;06:04:00;6.2786E-03;-4.0229E-02;4.1812E-02;5.8361E-02;1.1940E-03;5.8349E-02;-2.5693E-01;7.0893E-03;0.0000E+00;0.0000E+00;2.7067E-01;2.5821E-01;-2.3132E-01;-1.8519E-02;0.0000E+00;0.0000E+00;2.4506E-01;2.3262E-01
E04;2019/03/01;06:04:00;-7.7898E-03;-7.3389E-02;1.9082E-01;2.0460E-01;1.4596E-01;1.4337E-01;1.6515E-01;7.0893E-03;0.0000E+00;0.0000E+00;5.3502E-02;2.8324E-02;1.9075E-01;-1.8519E-02;0.0000E+00;0.0000E+00;7.9110E-02;5.0634E-02
E05;2019/03/01;06:04:00;4.7516E-04;-2.1830E-01;-1.0471E-01;2.4212E-01;2.2133E-01;9.8159E-02;1.2712E-01;7.0893E-03;0.0000E+00;0.0000E+00;1.1015E-01;9.1423E-02;1.5273E-01;-1.8519E-02;0.0000E+00;0.0000E+00;8.4547E-02;6.6153E-02
E07;2019/03/01;06:04:00;1.3493E-01;-7.5153E-02;-4.2537E-02;1.6020E-01;-1.0223E-01;1.2334E-01;-2.0064E-01;7.0893E-03;0.0000E+00;0.0000E+00;1.2739E-01;1.0133E-01;-1.7503E-01;-1.8519E-02;0.0000E+00;0.0000E+00;1.0178E-01;7.6139E-02
E08;2019/03/01;06:04:00;7.7185E-03;2.3562E-01;-6.0056E-02;2.4328E-01;3.2729E-02;2.4106E-01;-9.3160E-02;7.0893E-03;0.0000E+00;0.0000E+00;1.7706E-01;1.2908E-01;-6.7552E-02;-1.8519E-02;0.0000E+00;0.0000E+00;1.5146E-01;1.0439E-01
E09;2019/03/01;06:04:00;3.9794E-02;-3.9041E-01;2.3719E-02;3.9315E-01;2.9014E-01;2.6531E-01;3.6456E-01;7.0893E-03;0.0000E+00;0.0000E+00;1.3842E-01;8.6171E-02;3.9017E-01;-1.8519E-02;0.0000E+00;0.0000E+00;1.6402E-01;1.1017E-01
E11;2019/03/01;06:04:00;-1.2435E-01;-2.2420E-01;-3.4734E-02;2.5872E-01;-1.8310E-02;2.5807E-01;1.8334E-01;7.0893E-03;0.0000E+00;0.0000E+00;2.5680E-01;2.0402E-01;2.0894E-01;-1.8519E-02;0.0000E+00;0.0000E+00;2.8241E-01;2.2933E-01
E12;2019/03/01;06:04:00;1.9944E-01;-4.0275E-01;1.4713E-01;4.7290E-01;1.3764E-01;4.5243E-01;2.2344E-01;7.0893E-03;0.0000E+00;0.0000E+00;1.8650E-01;1.0535E-01;2.4905E-01;-1.8519E-02;0.0000E+00;0.0000E+00;2.1211E-01;1.2753E-01
E13;2019/03/01;06:04:00;1.4476E-01;-1.0895E-02;-1.3910E-01;2.0106E-01;-8.8247E-02;1.8066E-01;-2.9131E-01;7.0893E-03;0.0000E+00;0.0000E+00;2.4407E-01;2.0581E-01;-2.6570E-01;-1.8519E-02;0.0000E+00;0.0000E+00;2.1846E-01;1.8039E-01
E15;2019/03/01;06:04:00;-1.7947E-01;2.4106E-01;-1.5922E-01;3.4010E-01;1.1810E-01;3.1894E-01;-4.9811E-02;7.0893E-03;0.0000E+00;0.0000E+00;2.3385E-01;1.7089E-01;-2.4203E-02;-1.8519E-02;0.0000E+00;0.0000E+00;2.0825E-01;1.4615E-01
E19;2019/03/01;06:04:00;-1.1102E-04;-7.4991E-02;2.9851E-01;3.0778E-01;1.1841E-01;2.8409E-01;1.0339E-01;7.0893E-03;0.0000E+00;0.0000E+00;7.3459E-02;3.8579E-02;1.2900E-01;-1.8519E-02;0.0000E+00;0.0000E+00;7.4585E-02;3.8403E-02
E21;2019/03/01;06:04:00;4.1554E-02;-2.7358E-01;-1.3021E-02;2.7702E-01;-2.0340E-01;1.8806E-01;-2.3651E-01;7.0893E-03;0.0000E+00;0.0000E+00;7.8420E-02;4.3682E-02;-2.1090E-01;-1.8519E-02;0.0000E+00;0.0000E+00;5.2812E-02;2.6387E-02
E24;2019/03/01;06:04:00;3.9551E-01;2.8730E-01;8.2460E-02;4.9575E-01;5.1580E-02;4.9306E-01;1.0732E-01;7.0893E-03;0.0000E+00;0.0000E+00;1.6316E-01;8.4677E-02;1.3293E-01;-1.8519E-02;0.0000E+00;0.0000E+00;1.8877E-01;1.0356E-01
E25;2019/03/01;06:04:00;2.2831E-01;1.3899E-01;-7.1454E-02;2.7667E-01;-7.0430E-02;2.6756E-01;-1.9395E-01;7.0893E-03;0.0000E+00;0.0000E+00;1.8283E-01;1.2928E-01;-1.6834E-01;-1.8519E-02;0.0000E+00;0.0000E+00;1.5722E-01;1.0481E-01
E26;2019/03/01;06:04:00;-3.2115E-01;-8.2314E-02;1.5133E-01;3.6444E-01;-7.5016E-02;3.5663E-01;-7.1566E-02;7.0893E-03;0.0000E+00;0.0000E+00;7.8555E-02;4.5615E-02;-4.5958E-02;-1.8519E-02;0.0000E+00;0.0000E+00;1.0416E-01;5.3383E-02
E27;2019/03/01;06:04:00;-1.9360E-02;-1.0601E-01;1.4839E-02;1.0878E-01;-5.1278E-03;1.0866E-01;-1.4297E-01;7.0893E-03;0.0000E+00;0.0000E+00;1.6138E-01;1.3862E-01;-1.1736E-01;-1.8519E-02;0.0000E+00;0.0000E+00;1.3577E-01;1.1317E-01
E30;2019/03/01;06:04:00;5.3128E-02;-2.4722E-01;5.8513E-02;2.5954E-01;7.3299E-02;2.4898E-01;6.0810E-02;7.0893E-03;0.0000E+00;0.0000E+00;6.4413E-02;3.3750E-02;8.6418E-02;-1.8519E-02;0.0000E+00;0.0000E+00;6.8488E-02;3.4887E-02
E31;2019/03/01;06:04:00;1.3408E-01;-2.5896E-01;-1.0039E-01;3.0841E-01;6.2042E-02;3.0210E-01;-8.2534E-02;7.0893E-03;0.0000E+00;0.0000E+00;2.0822E-01;1.4865E-01;-5.6926E-02;-1.8519E-02;0.0000E+00;0.0000E+00;1.8261E-01;1.2410E-01
E33;2019/03/01;06:04:00;1.9757E-01;-1.3447E-01;1.6455E-02;2.3955E-01;2.6392E-02;2.3810E-01;1.1359E-02;7.0893E-03;0.0000E+00;0.0000E+00;6.5733E-02;3.3738E-02;3.6967E-02;-1.8519E-02;0.0000E+00;0.0000E+00;6.2516E-02;3.2349E-02
E36;2019/03/01;06:04:00;-8.2686E-02;-2.5618E-01;1.3167E-01;2.9967E-01;2.3017E-01;1.9189E-01;3.2411E-01;7.0893E-03;0.0000E+00;0.0000E+00;1.4067E-01;1.0077E-01;3.4972E-01;-1.8519E-02;0.0000E+00;0.0000E+00;1.6628E-01;1.2576E-01
E01;2019/03/01;06:06:00;4.3331E-01;-3.0743E-01;-1.6920E-01;5.5758E-01;1.4066E-02;5.5740E-01;-3.6456E-02;-1.3158E-04;0.0000E+00;0.0000E+00;1.7031E-01;8.7176E-02;-1.7623E-02;-1.8965E-02;0.0000E+00;0.0000E+00;1.5148E-01;7.7847E-02
E02;2019/03/01;06:06:00;9.9210E-02;-1.5804E-01;-4.9276E-02;1.9300E-01;6.4922E-02;1.8175E-01;-1.2109E-03;-1.3158E-04;0.0000E+00;0.0000E+00;1.0376E-01;6.9081E-02;1.7623E-02;-1.8965E-02;0.0000E+00;0.0000E+00;8.4926E-02;5.1732E-02
E03;2019/03/01;06:06:00;1.1074E-02;-4.7296E-02;4.3162E-02;6.4981E-02;4.9121E-03;6.4795E-02;-2.5043E-01;-1.3158E-04;0.0000E+00;0.0000E+00;2.6919E-01;2.5540E-01;-2.3160E-01;-1.8965E-02;0.0000E+00;0.0000E+00;2.5036E-01;2.3658E-01
E04;2019/03/01;06:06:00;-7.9290E-03;-7.1617E-02;1.9056E-01;2.0373E-01;1.4533E-01;1.4278E-01;1.7325E-01;-1.3158E-04;0.0000E+00;0.0000E+00;6.2097E-02;3.5391E-02;1.9208E-01;-1.8965E-02;0.0000E+00;0.0000E+00;8.0931E-02;5.2433E-02
E05;2019/03/01;06:06:00;1.0269E-03;-2.2155E-01;-1.0194E-01;2.4388E-01;2.2335E-01;9.7931E-02;1.3506E-01;-1.3158E-04;0.0000E+00;0.0000E+00;1.0415E-01;8.5535E-02;1.5389E-01;-1.8965E-02;0.0000E+00;0.0000E+00;8.5314E-02;6.6963E-02
E07;2019/03/01;06:06:00;1.3622E-01;-6.9781E-02;-4.1729E-02;1.5864E-01;-9.8829E-02;1.2409E-01;-1.9670E-01;-1.3158E-04;0.0000E+00;0.0000E+00;1.2693E-01;1.0076E-01;-1.7787E-01;-1.8965E-02;0.0000E+00;0.0000E+00;1.0810E-01;8.2216E-02
E08;2019/03/01;06:06:00;7.5974E-03;2.3996E-01;-6.2975E-02;2.4821E-01;3.2773E-02;2.4603E-01;-9.0987E-02;-1.3158E-04;0.0000E+00;0.0000E+00;1.7601E-01;1.2716E-01;-7.2154E-02;-1.8965E-02;0.0000E+00;0.0000E+00;1.5717E-01;1.0901E-01
E09;2019/03/01;06:06:00;4.0266E-02;-9.1530E-02;1.9754E-01;2.2140E-01;1.8566E-01;1.2062E-01;2.2032E-01;-1.3158E-04;0.0000E+00;0.0000E+00;6.5016E-02;4.0761E-02;2.3915E-01;-1.8965E-02;0.0000E+00;0.0000E+00;8.3850E-02;5.8627E-02
E11;2019/03/01;06:06:00;-1.2438E-01;-2.2217E-01;-3.6208E-02;2.5718E-01;-1.9325E-02;2.5645E-01;1.9164E-01;-1.3158E-04;0.0000E+00;0.0000E+00;2.6575E-01;2.1318E-01;2.1048E-01;-1.8965E-02;0.0000E+00;0.0000E+00;2.8459E-01;2.3181E-01
E12;2019/03/01;06:06:00;2.0369E-01;-4.0606E-01;1.4911E-01;4.7813E-01;1.3809E-01;4.5776E-01;2.3062E-01;-1.3158E-04;0.0000E+00;0.0000E+00;1.9438E-01;1.1139E-01;2.4945E-01;-1.8965E-02;0.0000E+00;0.0000E+00;2.1322E-01;1.2780E-01
E13;2019/03/01;06:06:00;1.4169E-01;-5.7382E-03;-1.4383E-01;2.0198E-01;-8.4153E-02;1.8362E-01;-2.8417E-01;-1.3158E-04;0.0000E+00;0.0000E+00;2.4157E-01;2.0277E-01;-2.6534E-01;-1.8965E-02;0.0000E+00;0.0000E+00;2.2274E-01;1.8407E-01
